,date,formattedDate,country_code,trendingSearches_formattedTraffic,trendingSearches_title_query
762,20200404,"Saturday, 4 April 2020",GB,200K+,WrestleMania
763,20200404,"Saturday, 4 April 2020",GB,100K+,Labour leadership
764,20200404,"Saturday, 4 April 2020",GB,100K+,Grand National 2020 runners
765,20200404,"Saturday, 4 April 2020",GB,50K+,Watford General Hospital
766,20200404,"Saturday, 4 April 2020",GB,50K+,Paddy Power
767,20200404,"Saturday, 4 April 2020",GB,50K+,Jacqueline Wilson
768,20200404,"Saturday, 4 April 2020",GB,50K+,Cath Kidston
769,20200404,"Saturday, 4 April 2020",GB,20K+,Amanda Holden
770,20200404,"Saturday, 4 April 2020",GB,20K+,Orlando Bloom
771,20200404,"Saturday, 4 April 2020",GB,20K+,Brendan O'Carroll
772,20200404,"Saturday, 4 April 2020",GB,20K+,Matt Lucas
773,20200404,"Saturday, 4 April 2020",GB,20K+,Gavin and Stacey
774,20200404,"Saturday, 4 April 2020",GB,20K+,Pink
775,20200404,"Saturday, 4 April 2020",GB,20K+,Michael Parr
776,20200404,"Saturday, 4 April 2020",GB,20K+,Ivermectin
777,20200404,"Saturday, 4 April 2020",GB,20K+,Transparent
778,20200404,"Saturday, 4 April 2020",GB,20K+,Coronavirus treatments
779,20200404,"Saturday, 4 April 2020",GB,20K+,Captain Crozier
780,20200405,"Sunday, 5 April 2020",GB,2M+,Boris Johnson
781,20200405,"Sunday, 5 April 2020",GB,500K+,Queen's speech
782,20200405,"Sunday, 5 April 2020",GB,200K+,Catherine Calderwood
783,20200405,"Sunday, 5 April 2020",GB,200K+,Carrie Symonds
784,20200405,"Sunday, 5 April 2020",GB,200K+,Anneliese Dodds
785,20200405,"Sunday, 5 April 2020",GB,200K+,Lord Bath
786,20200405,"Sunday, 5 April 2020",GB,200K+,Kyle Walker
787,20200405,"Sunday, 5 April 2020",GB,50K+,Palm Sunday
788,20200405,"Sunday, 5 April 2020",GB,50K+,Kate Garraway news
789,20200405,"Sunday, 5 April 2020",GB,50K+,Matt Hancock
790,20200405,"Sunday, 5 April 2020",GB,50K+,Labour shadow cabinet
791,20200405,"Sunday, 5 April 2020",GB,50K+,Deputy prime minister
792,20200405,"Sunday, 5 April 2020",GB,20K+,Prince Philip
793,20200405,"Sunday, 5 April 2020",GB,20K+,Brockwell Park
794,20200405,"Sunday, 5 April 2020",GB,20K+,Marianne Faithfull
795,20200405,"Sunday, 5 April 2020",GB,20K+,Robbie Lawlor
796,20200405,"Sunday, 5 April 2020",GB,20K+,Longleat
797,20200405,"Sunday, 5 April 2020",GB,20K+,Helen Skelton
798,20200405,"Sunday, 5 April 2020",GB,20K+,Michael Gove
799,20200405,"Sunday, 5 April 2020",GB,20K+,Celine Dion
800,20200406,"Monday, 6 April 2020",GB,500K+,Black The Ripper
801,20200406,"Monday, 6 April 2020",GB,500K+,Honor Blackman
802,20200406,"Monday, 6 April 2020",GB,500K+,Carrie Symonds
803,20200406,"Monday, 6 April 2020",GB,200K+,Pink Moon
804,20200406,"Monday, 6 April 2020",GB,200K+,Debenhams
805,20200406,"Monday, 6 April 2020",GB,100K+,David Icke
806,20200406,"Monday, 6 April 2020",GB,100K+,Jay Benedict
807,20200406,"Monday, 6 April 2020",GB,100K+,Duffy
808,20200406,"Monday, 6 April 2020",GB,100K+,Pep Guardiola
809,20200406,"Monday, 6 April 2020",GB,50K+,Ezra Miller
810,20200406,"Monday, 6 April 2020",GB,50K+,Chris Whitty
811,20200406,"Monday, 6 April 2020",GB,50K+,Adele
812,20200406,"Monday, 6 April 2020",GB,50K+,Trolls 2
813,20200406,"Monday, 6 April 2020",GB,50K+,FCO travel advice
814,20200406,"Monday, 6 April 2020",GB,50K+,Drew McIntyre
815,20200406,"Monday, 6 April 2020",GB,50K+,Breaking news
816,20200406,"Monday, 6 April 2020",GB,20K+,Erika Raab
817,20200406,"Monday, 6 April 2020",GB,20K+,Tiger with coronavirus
818,20200406,"Monday, 6 April 2020",GB,20K+,Eddie Large
819,20200406,"Monday, 6 April 2020",GB,20K+,UFC 249
820,20200407,"Tuesday, 7 April 2020",GB,200K+,Carol Vorderman
821,20200407,"Tuesday, 7 April 2020",GB,200K+,PS5 controller
822,20200407,"Tuesday, 7 April 2020",GB,100K+,Valorant
823,20200407,"Tuesday, 7 April 2020",GB,50K+,Gulag
824,20200407,"Tuesday, 7 April 2020",GB,50K+,Shab e-Barat
825,20200407,"Tuesday, 7 April 2020",GB,50K+,Mo Gilligan
826,20200407,"Tuesday, 7 April 2020",GB,20K+,ClapforBoris Twitter
827,20200407,"Tuesday, 7 April 2020",GB,20K+,Sheila Oakes
828,20200407,"Tuesday, 7 April 2020",GB,20K+,Ventilator
829,20200407,"Tuesday, 7 April 2020",GB,20K+,Rachel Johnson
830,20200407,"Tuesday, 7 April 2020",GB,20K+,Theresa May
831,20200407,"Tuesday, 7 April 2020",GB,20K+,Turkmenistan
832,20200407,"Tuesday, 7 April 2020",GB,20K+,Pulse oximeter
833,20200407,"Tuesday, 7 April 2020",GB,20K+,Radomir Antic
834,20200407,"Tuesday, 7 April 2020",GB,10K+,Chernobyl
835,20200407,"Tuesday, 7 April 2020",GB,10K+,Ocado groceries
836,20200407,"Tuesday, 7 April 2020",GB,10K+,COVID symptoms
837,20200407,"Tuesday, 7 April 2020",GB,10K+,ICU
838,20200407,"Tuesday, 7 April 2020",GB,10K+,Victoria Derbyshire
839,20200407,"Tuesday, 7 April 2020",GB,10K+,Quibi
840,20200408,"Wednesday, 8 April 2020",GB,2M+,Coronavirus
841,20200408,"Wednesday, 8 April 2020",GB,100K+,Bernie Sanders
842,20200408,"Wednesday, 8 April 2020",GB,100K+,Snapchat
843,20200408,"Wednesday, 8 April 2020",GB,100K+,John Prine
844,20200408,"Wednesday, 8 April 2020",GB,50K+,Jimmy Greaves
845,20200408,"Wednesday, 8 April 2020",GB,50K+,Rishi Sunak
846,20200408,"Wednesday, 8 April 2020",GB,50K+,Alexandra Tolstoy
847,20200408,"Wednesday, 8 April 2020",GB,50K+,Gordon Ramsay
848,20200408,"Wednesday, 8 April 2020",GB,50K+,Passover
849,20200408,"Wednesday, 8 April 2020",GB,20K+,Wuhan
850,20200408,"Wednesday, 8 April 2020",GB,20K+,Jack Dorsey
851,20200408,"Wednesday, 8 April 2020",GB,20K+,Paddling pool
852,20200408,"Wednesday, 8 April 2020",GB,20K+,Sarah Payne
853,20200408,"Wednesday, 8 April 2020",GB,20K+,Rita Ora
854,20200408,"Wednesday, 8 April 2020",GB,20K+,Linda Lusardi
855,20200408,"Wednesday, 8 April 2020",GB,20K+,Amber Heard
856,20200408,"Wednesday, 8 April 2020",GB,20K+,Kym Marsh
857,20200408,"Wednesday, 8 April 2020",GB,20K+,Maurice Robinson
858,20200408,"Wednesday, 8 April 2020",GB,20K+,Jose Mourinho
859,20200408,"Wednesday, 8 April 2020",GB,10K+,Xbox Series X
860,20200409,"Thursday, 9 April 2020",GB,100K+,Good Friday
861,20200409,"Thursday, 9 April 2020",GB,50K+,Paul O'Grady
862,20200409,"Thursday, 9 April 2020",GB,50K+,Florence Pugh
863,20200409,"Thursday, 9 April 2020",GB,50K+,Chynna
864,20200409,"Thursday, 9 April 2020",GB,50K+,Jesy Nelson
865,20200409,"Thursday, 9 April 2020",GB,50K+,Sainsbury's opening hours
866,20200409,"Thursday, 9 April 2020",GB,50K+,Joe Tracini
867,20200409,"Thursday, 9 April 2020",GB,20K+,Maundy Thursday
868,20200409,"Thursday, 9 April 2020",GB,20K+,Emily Maitlis
869,20200409,"Thursday, 9 April 2020",GB,20K+,Stadia
870,20200409,"Thursday, 9 April 2020",GB,20K+,Priti Patel
871,20200409,"Thursday, 9 April 2020",GB,20K+,Linda Tripp
872,20200409,"Thursday, 9 April 2020",GB,20K+,Cobra meeting
873,20200409,"Thursday, 9 April 2020",GB,20K+,Darren McGarvey
874,20200409,"Thursday, 9 April 2020",GB,20K+,Modern Family
875,20200409,"Thursday, 9 April 2020",GB,20K+,Is Good Friday a bank holiday
876,20200409,"Thursday, 9 April 2020",GB,20K+,Red Dwarf
877,20200409,"Thursday, 9 April 2020",GB,20K+,Jake Quickenden
878,20200409,"Thursday, 9 April 2020",GB,10K+,Jane Eyre
879,20200409,"Thursday, 9 April 2020",GB,10K+,Tourette's
880,20200410,"Friday, 10 April 2020",GB,2M+,Coronavirus
881,20200410,"Friday, 10 April 2020",GB,200K+,Georgia Groome
882,20200410,"Friday, 10 April 2020",GB,100K+,Kenny Dalglish
883,20200410,"Friday, 10 April 2020",GB,100K+,Happy Easter 2020
884,20200410,"Friday, 10 April 2020",GB,100K+,Dominic Raab
885,20200410,"Friday, 10 April 2020",GB,50K+,Stephen Hawking
886,20200410,"Friday, 10 April 2020",GB,50K+,Jesus Christ Superstar
887,20200410,"Friday, 10 April 2020",GB,50K+,Love Wedding Repeat
888,20200410,"Friday, 10 April 2020",GB,50K+,Robert Jenrick
889,20200410,"Friday, 10 April 2020",GB,50K+,Derek Draper
890,20200410,"Friday, 10 April 2020",GB,50K+,Good Friday 2020
891,20200410,"Friday, 10 April 2020",GB,20K+,Aldi easter opening times
892,20200410,"Friday, 10 April 2020",GB,20K+,Joe Lycett
893,20200410,"Friday, 10 April 2020",GB,20K+,Hart Island
894,20200410,"Friday, 10 April 2020",GB,20K+,Tim Minchin
895,20200410,"Friday, 10 April 2020",GB,20K+,Hot cross buns
896,20200410,"Friday, 10 April 2020",GB,20K+,Norman Hunter
897,20200410,"Friday, 10 April 2020",GB,20K+,Asda Easter opening times
898,20200410,"Friday, 10 April 2020",GB,20K+,Olivia Munn
899,20200410,"Friday, 10 April 2020",GB,20K+,Kenny Rogers
900,20200411,"Saturday, 11 April 2020",GB,200K+,Simon Cowell
901,20200411,"Saturday, 11 April 2020",GB,200K+,Priti Patel
902,20200411,"Saturday, 11 April 2020",GB,100K+,Easter Bunny
903,20200411,"Saturday, 11 April 2020",GB,50K+,Krakatoa
904,20200411,"Saturday, 11 April 2020",GB,50K+,Maya Jama
905,20200411,"Saturday, 11 April 2020",GB,20K+,Yaya Mayweather
906,20200411,"Saturday, 11 April 2020",GB,20K+,Kimberley Walsh
907,20200411,"Saturday, 11 April 2020",GB,20K+,Hacienda live Stream
908,20200411,"Saturday, 11 April 2020",GB,20K+,PPE
909,20200411,"Saturday, 11 April 2020",GB,10K+,James Argent
910,20200411,"Saturday, 11 April 2020",GB,10K+,Ebola
911,20200411,"Saturday, 11 April 2020",GB,10K+,Madonna
912,20200412,"Sunday, 12 April 2020",GB,500K+,Tim Brooke-Taylor
913,20200412,"Sunday, 12 April 2020",GB,200K+,Stirling Moss
914,20200412,"Sunday, 12 April 2020",GB,200K+,Killing Eve season 3
915,20200412,"Sunday, 12 April 2020",GB,200K+,Happy Easter
916,20200412,"Sunday, 12 April 2020",GB,200K+,Andrea Bocelli
917,20200412,"Sunday, 12 April 2020",GB,100K+,Peter Bonetti
918,20200412,"Sunday, 12 April 2020",GB,100K+,Happy Easter 2020
919,20200412,"Sunday, 12 April 2020",GB,100K+,Chequers
920,20200412,"Sunday, 12 April 2020",GB,100K+,Easter
921,20200412,"Sunday, 12 April 2020",GB,100K+,Charlotte Church
922,20200412,"Sunday, 12 April 2020",GB,100K+,Joel McHale
923,20200412,"Sunday, 12 April 2020",GB,50K+,Bill Gates
924,20200412,"Sunday, 12 April 2020",GB,50K+,Tesco Express
925,20200412,"Sunday, 12 April 2020",GB,20K+,Yesterday
926,20200412,"Sunday, 12 April 2020",GB,20K+,Easter Sunday
927,20200412,"Sunday, 12 April 2020",GB,20K+,John Barnes
928,20200412,"Sunday, 12 April 2020",GB,20K+,Co-op
929,20200412,"Sunday, 12 April 2020",GB,20K+,Rochelle Humes
930,20200412,"Sunday, 12 April 2020",GB,20K+,Colby Cave
931,20200412,"Sunday, 12 April 2020",GB,20K+,Sing
932,20200413,"Monday, 13 April 2020",GB,2M+,Coronavirus
933,20200413,"Monday, 13 April 2020",GB,500K+,Charles Ingram
934,20200413,"Monday, 13 April 2020",GB,200K+,Dolly Parton
935,20200413,"Monday, 13 April 2020",GB,100K+,The Nest
936,20200413,"Monday, 13 April 2020",GB,50K+,Chernobyl
937,20200413,"Monday, 13 April 2020",GB,50K+,Coronavirus Prevention
938,20200413,"Monday, 13 April 2020",GB,50K+,Who Wants to Be a Millionaire cheat
939,20200413,"Monday, 13 April 2020",GB,20K+,Eamonn Holmes
940,20200413,"Monday, 13 April 2020",GB,20K+,Dune
941,20200413,"Monday, 13 April 2020",GB,20K+,Vaisakhi
942,20200413,"Monday, 13 April 2020",GB,20K+,Phoebe Waller-Bridge
943,20200413,"Monday, 13 April 2020",GB,20K+,Shia LaBeouf
944,20200413,"Monday, 13 April 2020",GB,20K+,BCG vaccine
945,20200413,"Monday, 13 April 2020",GB,20K+,ONS death Statistics
946,20200413,"Monday, 13 April 2020",GB,20K+,Easter Monday
947,20200413,"Monday, 13 April 2020",GB,20K+,Mirren Mack
948,20200413,"Monday, 13 April 2020",GB,20K+,Cate Blanchett
949,20200413,"Monday, 13 April 2020",GB,20K+,Apollo 13
950,20200413,"Monday, 13 April 2020",GB,10K+,Goldie hawn
951,20200413,"Monday, 13 April 2020",GB,10K+,One Direction
952,20200414,"Tuesday, 14 April 2020",GB,200K+,Captain Tom
953,20200414,"Tuesday, 14 April 2020",GB,200K+,Tom Moore
954,20200414,"Tuesday, 14 April 2020",GB,200K+,Charles Ingram
955,20200414,"Tuesday, 14 April 2020",GB,200K+,Charles Ingram
956,20200414,"Tuesday, 14 April 2020",GB,100K+,Oasis
957,20200414,"Tuesday, 14 April 2020",GB,100K+,Amanda Staveley
958,20200414,"Tuesday, 14 April 2020",GB,100K+,EA Servers
959,20200414,"Tuesday, 14 April 2020",GB,50K+,Rishi Sunak
960,20200414,"Tuesday, 14 April 2020",GB,50K+,Prue Leith
961,20200414,"Tuesday, 14 April 2020",GB,50K+,OnePlus
962,20200414,"Tuesday, 14 April 2020",GB,20K+,OBR
963,20200414,"Tuesday, 14 April 2020",GB,20K+,Captain Tom Moore JustGiving
964,20200414,"Tuesday, 14 April 2020",GB,20K+,Tamara Ecclestone
965,20200414,"Tuesday, 14 April 2020",GB,20K+,Ricky Gervais
966,20200414,"Tuesday, 14 April 2020",GB,20K+,Sam Smith
967,20200414,"Tuesday, 14 April 2020",GB,20K+,Graeme Souness
968,20200414,"Tuesday, 14 April 2020",GB,20K+,Le Creuset
969,20200414,"Tuesday, 14 April 2020",GB,20K+,Kate Beckinsale
970,20200414,"Tuesday, 14 April 2020",GB,20K+,Rick May
971,20200414,"Tuesday, 14 April 2020",GB,20K+,Lockdown extended UK
972,20200415,"Wednesday, 15 April 2020",GB,1M+,Captain Tom
973,20200415,"Wednesday, 15 April 2020",GB,200K+,iPhone SE
974,20200415,"Wednesday, 15 April 2020",GB,100K+,KFC
975,20200415,"Wednesday, 15 April 2020",GB,100K+,Helen Whately
976,20200415,"Wednesday, 15 April 2020",GB,50K+,Matt Hancock
977,20200415,"Wednesday, 15 April 2020",GB,50K+,Duke of Westminster
978,20200415,"Wednesday, 15 April 2020",GB,50K+,WWE
979,20200415,"Wednesday, 15 April 2020",GB,50K+,Devs
980,20200415,"Wednesday, 15 April 2020",GB,50K+,Vince McMahon
981,20200415,"Wednesday, 15 April 2020",GB,50K+,Tom Hardy
982,20200415,"Wednesday, 15 April 2020",GB,50K+,Helen McCrory
983,20200415,"Wednesday, 15 April 2020",GB,20K+,Liam Gallagher NHS concert
984,20200415,"Wednesday, 15 April 2020",GB,20K+,Hillsborough
985,20200415,"Wednesday, 15 April 2020",GB,20K+,Michelle Keegan
986,20200415,"Wednesday, 15 April 2020",GB,20K+,Kate Garraway husband coronavirus
987,20200415,"Wednesday, 15 April 2020",GB,20K+,Rita Wilson
988,20200415,"Wednesday, 15 April 2020",GB,20K+,Reece Dinsdale
989,20200415,"Wednesday, 15 April 2020",GB,20K+,Chris Pratt
990,20200415,"Wednesday, 15 April 2020",GB,10K+,Jacinda Ardern
991,20200415,"Wednesday, 15 April 2020",GB,10K+,Holby City
992,20200416,"Thursday, 16 April 2020",GB,100K+,Brian Dennehy
993,20200416,"Thursday, 16 April 2020",GB,50K+,Martin Lewis
994,20200416,"Thursday, 16 April 2020",GB,50K+,Howard Finkel
995,20200416,"Thursday, 16 April 2020",GB,50K+,Sam Smith
996,20200416,"Thursday, 16 April 2020",GB,20K+,SAGE
997,20200416,"Thursday, 16 April 2020",GB,20K+,Banksy
998,20200416,"Thursday, 16 April 2020",GB,20K+,GTA 6
999,20200416,"Thursday, 16 April 2020",GB,20K+,BAME
1000,20200416,"Thursday, 16 April 2020",GB,20K+,UK lockdown update
1001,20200416,"Thursday, 16 April 2020",GB,20K+,School admission
1002,20200416,"Thursday, 16 April 2020",GB,20K+,Ben Fogle
1003,20200416,"Thursday, 16 April 2020",GB,20K+,Dr Hilary
1004,20200416,"Thursday, 16 April 2020",GB,10K+,Rusev
1005,20200416,"Thursday, 16 April 2020",GB,10K+,SPFL
1006,20200416,"Thursday, 16 April 2020",GB,10K+,Nadine Dorries
1007,20200416,"Thursday, 16 April 2020",GB,10K+,Owain Wyn Evans
1008,20200416,"Thursday, 16 April 2020",GB,10K+,Lockdown extension
1009,20200416,"Thursday, 16 April 2020",GB,10K+,Michael Buble
1010,20200416,"Thursday, 16 April 2020",GB,10K+,Deliveroo NHS
1011,20200416,"Thursday, 16 April 2020",GB,10K+,Riverdale
1012,20200417,"Friday, 17 April 2020",GB,200K+,Norman Hunter
1013,20200417,"Friday, 17 April 2020",GB,100K+,Phantom of the Opera
1014,20200417,"Friday, 17 April 2020",GB,100K+,Too Hot To Handle Netflix
1015,20200417,"Friday, 17 April 2020",GB,50K+,Face masks
1016,20200417,"Friday, 17 April 2020",GB,50K+,Aldi food delivery
1017,20200417,"Friday, 17 April 2020",GB,50K+,China coronavirus
1018,20200417,"Friday, 17 April 2020",GB,50K+,Remdesivir
1019,20200417,"Friday, 17 April 2020",GB,20K+,Chesney Hawkes
1020,20200417,"Friday, 17 April 2020",GB,20K+,Salute Deadpool's pants
1021,20200417,"Friday, 17 April 2020",GB,20K+,Coronavirus usa
1022,20200417,"Friday, 17 April 2020",GB,20K+,PDC Darts
1023,20200417,"Friday, 17 April 2020",GB,20K+,Ricky Gervais
1024,20200417,"Friday, 17 April 2020",GB,20K+,Westminster Bridge
1025,20200417,"Friday, 17 April 2020",GB,20K+,Alok Sharma
1026,20200417,"Friday, 17 April 2020",GB,20K+,Anthea Turner
1027,20200417,"Friday, 17 April 2020",GB,20K+,Furlough pay
1028,20200417,"Friday, 17 April 2020",GB,20K+,Fiona Apple
1029,20200417,"Friday, 17 April 2020",GB,20K+,Gerry Cinnamon: The Bonny
1030,20200417,"Friday, 17 April 2020",GB,20K+,MasterChef final 2020
1031,20200417,"Friday, 17 April 2020",GB,20K+,Ross Kemp
1032,20200418,"Saturday, 18 April 2020",GB,200K+,One World: Together at Home
1033,20200418,"Saturday, 18 April 2020",GB,100K+,Captain Tom JustGiving NHS
1034,20200418,"Saturday, 18 April 2020",GB,20K+,Joel Dommett
1035,20200418,"Saturday, 18 April 2020",GB,20K+,Stacey Dooley
1036,20200418,"Saturday, 18 April 2020",GB,20K+,Pamela Anderson
1037,20200418,"Saturday, 18 April 2020",GB,20K+,Iceland online delivery
1038,20200418,"Saturday, 18 April 2020",GB,20K+,Charlotte Crosby
1039,20200418,"Saturday, 18 April 2020",GB,20K+,Stephen Mulhern
1040,20200418,"Saturday, 18 April 2020",GB,20K+,Will Mellor
1041,20200418,"Saturday, 18 April 2020",GB,20K+,Demi Lovato
1042,20200418,"Saturday, 18 April 2020",GB,20K+,Abba Kyari
1043,20200418,"Saturday, 18 April 2020",GB,20K+,Spectre
1044,20200418,"Saturday, 18 April 2020",GB,20K+,iPhone SE 2020
1045,20200418,"Saturday, 18 April 2020",GB,10K+,Russell Howard
1046,20200418,"Saturday, 18 April 2020",GB,10K+,Fatboy Slim
1047,20200419,"Sunday, 19 April 2020",GB,500K+,Starlink satellites
1048,20200419,"Sunday, 19 April 2020",GB,200K+,Meteor shower
1049,20200419,"Sunday, 19 April 2020",GB,100K+,Rolling Stones
1050,20200419,"Sunday, 19 April 2020",GB,100K+,Gavin Williamson
1051,20200419,"Sunday, 19 April 2020",GB,100K+,Oak National Academy
1052,20200419,"Sunday, 19 April 2020",GB,100K+,Tom Jones
1053,20200419,"Sunday, 19 April 2020",GB,50K+,Sunday Times
1054,20200419,"Sunday, 19 April 2020",GB,50K+,Stevie Wonder
1055,20200419,"Sunday, 19 April 2020",GB,50K+,Bill Clinton Swag
1056,20200419,"Sunday, 19 April 2020",GB,50K+,Elton John
1057,20200419,"Sunday, 19 April 2020",GB,50K+,Paul McCartney
1058,20200419,"Sunday, 19 April 2020",GB,50K+,Eddie Vedder
1059,20200419,"Sunday, 19 April 2020",GB,50K+,Mick Jagger
1060,20200419,"Sunday, 19 April 2020",GB,50K+,Phillip Schofield
1061,20200419,"Sunday, 19 April 2020",GB,20K+,Jennifer Lopez
1062,20200419,"Sunday, 19 April 2020",GB,20K+,Nick Cordero
1063,20200419,"Sunday, 19 April 2020",GB,20K+,Camila Cabello
1064,20200419,"Sunday, 19 April 2020",GB,20K+,Charlie Watts
1065,20200419,"Sunday, 19 April 2020",GB,20K+,Victoria Beckham
1066,20200419,"Sunday, 19 April 2020",GB,20K+,John Legend
1067,20200420,"Monday, 20 April 2020",GB,500K+,BBC Bitesize
1068,20200420,"Monday, 20 April 2020",GB,200K+,Oil price
1069,20200420,"Monday, 20 April 2020",GB,200K+,HMRC
1070,20200420,"Monday, 20 April 2020",GB,200K+,Tony Bellew
1071,20200420,"Monday, 20 April 2020",GB,200K+,Office 365
1072,20200420,"Monday, 20 April 2020",GB,200K+,Richard Branson
1073,20200420,"Monday, 20 April 2020",GB,200K+,Calculator
1074,20200420,"Monday, 20 April 2020",GB,100K+,Queen Elizabeth
1075,20200420,"Monday, 20 April 2020",GB,100K+,FTSE 100
1076,20200420,"Monday, 20 April 2020",GB,100K+,Michael Jordan
1077,20200420,"Monday, 20 April 2020",GB,100K+,Nova Scotia
1078,20200420,"Monday, 20 April 2020",GB,100K+,A Mother's Son
1079,20200420,"Monday, 20 April 2020",GB,100K+,Furlough
1080,20200420,"Monday, 20 April 2020",GB,100K+,Microsoft Teams
1081,20200420,"Monday, 20 April 2020",GB,100K+,LinkedIn
1082,20200420,"Monday, 20 April 2020",GB,50K+,420
1083,20200420,"Monday, 20 April 2020",GB,50K+,Companies House
1084,20200420,"Monday, 20 April 2020",GB,50K+,Billie Eilish
1085,20200420,"Monday, 20 April 2020",GB,50K+,Seneca
1086,20200420,"Monday, 20 April 2020",GB,50K+,Travis Scott
1087,20200421,"Tuesday, 21 April 2020",GB,200K+,Kim Jong Un
1088,20200421,"Tuesday, 21 April 2020",GB,200K+,Queen Elizabeth
1089,20200421,"Tuesday, 21 April 2020",GB,100K+,Meteor shower tonight
1090,20200421,"Tuesday, 21 April 2020",GB,100K+,Cath Kidston
1091,20200421,"Tuesday, 21 April 2020",GB,50K+,Michelle Keegan
1092,20200421,"Tuesday, 21 April 2020",GB,20K+,Neil Black
1093,20200421,"Tuesday, 21 April 2020",GB,20K+,Admiral
1094,20200421,"Tuesday, 21 April 2020",GB,20K+,Matt Hancock
1095,20200421,"Tuesday, 21 April 2020",GB,20K+,Nicole Sealey
1096,20200421,"Tuesday, 21 April 2020",GB,20K+,James McAvoy
1097,20200421,"Tuesday, 21 April 2020",GB,20K+,Stanley Tucci
1098,20200421,"Tuesday, 21 April 2020",GB,20K+,Heineken 'free beer
1099,20200421,"Tuesday, 21 April 2020",GB,20K+,Asymptomatic
1100,20200421,"Tuesday, 21 April 2020",GB,20K+,Prince
1101,20200421,"Tuesday, 21 April 2020",GB,20K+,Petrol prices
1102,20200421,"Tuesday, 21 April 2020",GB,10K+,Transparent
1103,20200421,"Tuesday, 21 April 2020",GB,10K+,Heineken
1104,20200422,"Wednesday, 22 April 2020",GB,200K+,Earth Day
1105,20200422,"Wednesday, 22 April 2020",GB,200K+,Ramadan 2020
1106,20200422,"Wednesday, 22 April 2020",GB,50K+,Rob Gronkowski
1107,20200422,"Wednesday, 22 April 2020",GB,50K+,Peaky Blinders
1108,20200422,"Wednesday, 22 April 2020",GB,20K+,St George's Day
1109,20200422,"Wednesday, 22 April 2020",GB,20K+,Kylie Jenner
1110,20200422,"Wednesday, 22 April 2020",GB,20K+,Dominic Raab
1111,20200422,"Wednesday, 22 April 2020",GB,20K+,Chatham
1112,20200422,"Wednesday, 22 April 2020",GB,20K+,Easter 2021
1113,20200422,"Wednesday, 22 April 2020",GB,20K+,Chris Whitty
1114,20200422,"Wednesday, 22 April 2020",GB,20K+,Halsey
1115,20200422,"Wednesday, 22 April 2020",GB,20K+,Pulse oximeter
1116,20200422,"Wednesday, 22 April 2020",GB,20K+,Stephen Lawrence
1117,20200422,"Wednesday, 22 April 2020",GB,20K+,Michelle Hardwick
1118,20200422,"Wednesday, 22 April 2020",GB,20K+,Five Guys
1119,20200422,"Wednesday, 22 April 2020",GB,20K+,Vaughan Gething
1120,20200422,"Wednesday, 22 April 2020",GB,20K+,Derek Jones
1121,20200422,"Wednesday, 22 April 2020",GB,10K+,Angelina Jolie
1122,20200422,"Wednesday, 22 April 2020",GB,10K+,Tony Blair
1123,20200422,"Wednesday, 22 April 2020",GB,10K+,Sophie Ellis-Bextor
1124,20200325,"Wednesday, 25 March 2020",US,1M+,Prince Charles
1125,20200325,"Wednesday, 25 March 2020",US,1M+,Coronavirus stimulus package
1126,20200325,"Wednesday, 25 March 2020",US,200K+,JoJo Siwa
1127,20200325,"Wednesday, 25 March 2020",US,200K+,Floyd Cardoz
1128,20200325,"Wednesday, 25 March 2020",US,200K+,This Is Us
1129,20200325,"Wednesday, 25 March 2020",US,200K+,Crocs
1130,20200325,"Wednesday, 25 March 2020",US,100K+,Dalton Gomez
1131,20200325,"Wednesday, 25 March 2020",US,100K+,Karl-Anthony Towns
1132,20200325,"Wednesday, 25 March 2020",US,100K+,Bindi Irwin
1133,20200325,"Wednesday, 25 March 2020",US,100K+,Colorado news
1134,20200325,"Wednesday, 25 March 2020",US,100K+,IRS stimulus check
1135,20200325,"Wednesday, 25 March 2020",US,100K+,Robert Levinson
1136,20200325,"Wednesday, 25 March 2020",US,100K+,Carl Ruiz
1137,20200325,"Wednesday, 25 March 2020",US,100K+,Tara Reade
1138,20200325,"Wednesday, 25 March 2020",US,100K+,Bryce Beekman
1139,20200325,"Wednesday, 25 March 2020",US,100K+,Minnesota news
1140,20200325,"Wednesday, 25 March 2020",US,100K+,RINO
1141,20200325,"Wednesday, 25 March 2020",US,50K+,Waffle House
1142,20200325,"Wednesday, 25 March 2020",US,50K+,Kelley Flanagan
1143,20200325,"Wednesday, 25 March 2020",US,50K+,Neil Gaiman
1144,20200326,"Thursday, 26 March 2020",US,1M+,Mark Blum
1145,20200326,"Thursday, 26 March 2020",US,200K+,Carole Baskin
1146,20200326,"Thursday, 26 March 2020",US,200K+,Lion
1147,20200326,"Thursday, 26 March 2020",US,200K+,Jon Jones
1148,20200326,"Thursday, 26 March 2020",US,200K+,U.S. population
1149,20200326,"Thursday, 26 March 2020",US,100K+,Curly Neal
1150,20200326,"Thursday, 26 March 2020",US,100K+,Maduro
1151,20200326,"Thursday, 26 March 2020",US,100K+,Cheesecake Factory
1152,20200326,"Thursday, 26 March 2020",US,50K+,Unemployment rate
1153,20200326,"Thursday, 26 March 2020",US,50K+,Amber Heard
1154,20200326,"Thursday, 26 March 2020",US,50K+,Peter Navarro
1155,20200326,"Thursday, 26 March 2020",US,50K+,Kathy Griffin
1156,20200326,"Thursday, 26 March 2020",US,50K+,Bison
